Date;heating
6/7/2021 11:15:29 AM;on
6/7/2021 11:15:39 AM;off
6/7/2021 11:16:49 AM;on
6/7/2021 11:16:59 AM;off
6/7/2021 11:18:55 AM;on
6/7/2021 11:19:04 AM;off
6/7/2021 11:20:15 AM;on
6/7/2021 11:20:25 AM;off
6/7/2021 11:22:50 AM;on
6/7/2021 11:23:00 AM;off
