Date;light target;light real;co2 target;co2 real;temp1;temp2;temp3;temp4;box_humidity;box_temperature;time elapsed
25.05.2021 16:50:50;121;121;5;4,81;39,2;31,1;32,2;35,6;64,5000009611249;40,6000006049871;1
25.05.2021 16:50:53;121;121;5;4,9;39,2;31,1;32,2;35,6;65,1000009700656;40,6000006049871;2
25.05.2021 16:50:57;121;121;5;4,92;39,2;31,1;32,2;34,5;65,1000009700656;40,6000006049871;3
25.05.2021 16:51:00;121;121;5;4,93;39,2;31,1;32,2;34,5;65,1000009700656;40,6000006049871;4
25.05.2021 16:51:04;121;121;5;4,97;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;5
25.05.2021 16:51:08;121;121;5;4,96;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;6
25.05.2021 16:51:11;121;121;5;4,93;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;7
25.05.2021 16:51:15;121;121;5;4,9;39,2;31,1;32,2;35,6;65,0000009685755;40,6000006049871;8
25.05.2021 16:51:18;121;121;5;4,9;39,2;31,1;32,2;35,6;65,1000009700656;40,6000006049871;9
25.05.2021 16:51:22;121;121;5;4,9;39,2;31,1;31,1;34,5;65,0000009685755;40,6000006049871;10
25.05.2021 16:51:26;121;121;5;4,94;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;11
25.05.2021 16:51:29;121;121;5;4,99;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;12
25.05.2021 16:51:33;121;121;5;5,06;39,2;30;32,2;34,5;65,0000009685755;40,6000006049871;13
25.05.2021 16:51:36;121;121;5;5,09;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;14
25.05.2021 16:51:40;121;121;5;5,11;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;15
25.05.2021 16:51:44;121;121;5;5,14;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;16
25.05.2021 16:51:47;121;121;5;5,13;39,2;31,1;32,2;35,6;65,0000009685755;40,6000006049871;17
25.05.2021 16:51:51;121;121;5;5,14;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;18
25.05.2021 16:51:54;121;121;5;5,17;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;19
25.05.2021 16:51:58;121;121;5;5,11;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;20
25.05.2021 16:52:02;121;121;5;5,1;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;21
25.05.2021 16:52:05;121;121;5;5,11;39,2;31,1;32,2;34,5;65,0000009685755;40,6000006049871;22
25.05.2021 16:52:09;121;121;5;5,13;39,2;32,2;33,3;34,5;65,0000009685755;40,6000006049871;23
25.05.2021 16:52:12;121;121;5;5,13;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;24
25.05.2021 16:52:16;121;121;5;5,08;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;25
25.05.2021 16:52:20;121;121;5;5,11;39,2;31,1;33,3;35,6;65,0000009685755;40,6000006049871;26
25.05.2021 16:52:23;121;121;5;5,11;39,2;31,1;33,3;34,5;65,0000009685755;40,6000006049871;27
25.05.2021 16:52:27;121;121;5;5,06;39,2;31,1;34,5;34,5;65,0000009685755;40,6000006049871;28
25.05.2021 16:52:30;121;121;5;5,07;39,2;31,1;34,5;34,5;65,0000009685755;40,6000006049871;29
